Date,Close
2014-12-01,36.48
2014-12-02,36.599998
2014-12-03,37.360001
2014-12-04,35.889999
2014-12-05,35.75
2014-12-08,33.700001
2014-12-09,34.02
2014-12-10,32.41
2014-12-11,32.560001
2014-12-12,32.130001
2014-12-15,31.370001
2014-12-16,33.009998
2014-12-17,35.709999
2014-12-18,36.130001
2014-12-19,36.099998
2014-12-22,36.880001
2014-12-23,37.799999
2014-12-24,37.310001
2014-12-29,37.400002
2014-12-30,37.09
2014-12-31,36.900002
2015-01-02,37.349998
2015-01-05,35.720001
2015-01-06,35.23
2015-01-07,35.279999
2015-01-08,35.98
2015-01-09,35.610001
2015-01-12,34.32
2015-01-13,34.810001
2015-01-14,34.869999
2015-01-15,34.220001
2015-01-16,36
2015-01-19,35.549999
2015-01-20,34.93
2015-01-21,36.400002
2015-01-22,37.049999
2015-01-23,37.34
2015-01-26,37.209999
2015-01-27,37.630001
2015-01-28,36.740002
2015-01-29,36.439999
2015-01-30,37.900002
2015-02-02,39.349998
2015-02-03,39.549999
2015-02-04,37.490002
2015-02-05,38.549999
2015-02-06,38.740002
2015-02-09,39.299999
2015-02-10,38.419998
2015-02-11,38.490002
2015-02-12,39.099998
2015-02-13,39.400002
2015-02-17,39.150002
2015-02-18,38.490002
2015-02-19,38.470001
2015-02-20,38.470001
2015-02-23,38.669998
2015-02-24,38.34
2015-02-25,38.369999
2015-02-26,38.189999
2015-02-27,37.529999
2015-03-02,37.080002
2015-03-03,37.560001
2015-03-04,37.389999
2015-03-05,37.110001
2015-03-06,36.91
2015-03-09,35.950001
2015-03-10,35.540001
2015-03-11,36.02
2015-03-12,35.380001
2015-03-13,35.34
2015-03-16,35.220001
2015-03-17,35.110001
2015-03-18,35.93
2015-03-19,35.41
2015-03-20,35.450001
2015-03-23,35.740002
2015-03-24,35.970001
2015-03-25,36.16
2015-03-26,36.549999
2015-03-27,36.630001
2015-03-30,36.869999
2015-03-31,37.009998
2015-04-01,37.25
2015-04-02,38.650002
2015-04-06,38.720001
2015-04-07,38.98
2015-04-08,38.84
2015-04-09,39.369999
2015-04-10,39.68
2015-04-13,39.529999
2015-04-14,39.900002
2015-04-15,40.669998
2015-04-16,40.07
2015-04-17,40.119999
2015-04-20,40.27
2015-04-21,39.919998
2015-04-22,40.139999
2015-04-23,40.09
2015-04-24,40.220001
2015-04-27,39.849998
2015-04-28,39.709999
2015-04-29,39.880001
2015-04-30,39.290001
2015-05-01,39.130001
2015-05-04,39.09
2015-05-05,38.330002
2015-05-06,37.029999
2015-05-07,36.389999
2015-05-08,36.77
2015-05-11,36.830002
2015-05-12,36.439999
2015-05-13,36.240002
2015-05-14,36.299999
2015-05-15,36.580002
2015-05-19,36.130001
2015-05-20,36.41
2015-05-21,36.849998
2015-05-22,37.110001
2015-05-25,36.950001
2015-05-26,36.209999
2015-05-27,36.32
2015-05-28,36.5
2015-05-29,36.349998
2015-06-01,36.189999
2015-06-02,36.139999
2015-06-03,36.299999
2015-06-04,36.130001
2015-06-05,36.009998
2015-06-08,35.060001
2015-06-09,35.880001
2015-06-10,36.23
2015-06-11,35.52
2015-06-12,34.799999
2015-06-15,34.240002
2015-06-16,34.490002
2015-06-17,34.459999
2015-06-18,34
2015-06-19,33.700001
2015-06-22,34
2015-06-23,34.779999
2015-06-24,35.700001
2015-06-25,34.560001
2015-06-26,34.369999
2015-06-29,33.790001
2015-06-30,34.400002
2015-07-02,34.630001
2015-07-03,34.599998
2015-07-06,34.18
2015-07-07,34.950001
2015-07-08,34.439999
2015-07-09,33.790001
2015-07-10,34
2015-07-13,34.380001
2015-07-14,35.049999
2015-07-15,35.16
2015-07-16,35.240002
2015-07-17,34.580002
2015-07-20,33.860001
2015-07-21,33.349998
2015-07-22,33.549999
2015-07-23,33.650002
2015-07-24,33.080002
2015-07-27,32.720001
2015-07-28,33.18
2015-07-29,34.619999
2015-07-30,36.810001
2015-07-31,36.84
2015-08-04,36.93
2015-08-05,37.32
2015-08-06,37.509998
2015-08-07,37.349998
2015-08-10,37.709999
2015-08-11,37.75
2015-08-12,37.490002
2015-08-13,36.849998
2015-08-14,37.259998
2015-08-17,36.599998
2015-08-18,36.330002
2015-08-19,35.16
2015-08-20,34.220001
2015-08-21,34.279999
2015-08-24,32.93
2015-08-25,33.619999
2015-08-26,34.52
2015-08-27,36.43
2015-08-28,36.810001
2015-08-31,37.259998
2015-09-01,36.049999
2015-09-02,35
2015-09-03,34.950001
2015-09-04,35
2015-09-08,35.139999
2015-09-09,34.77
2015-09-10,35.029999
2015-09-11,34.080002
2015-09-14,33.59
2015-09-15,33.419998
2015-09-16,34.810001
2015-09-17,35.130001
2015-09-18,34.049999
2015-09-21,34.799999
2015-09-22,34.549999
2015-09-23,34.080002
2015-09-24,34.48
2015-09-25,35.07
2015-09-28,34.599998
2015-09-29,35.5
2015-09-30,35.689999
2015-10-01,35.25
2015-10-02,35.369999
2015-10-05,34.599998
2015-10-06,34.869999
2015-10-07,35.450001
2015-10-08,37.16
2015-10-09,36.669998
2015-10-13,36.5
2015-10-14,37.009998
2015-10-15,36.75
2015-10-16,36.860001
2015-10-19,36.360001
2015-10-20,36.84
2015-10-21,37.02
2015-10-22,38.110001
2015-10-23,37.5
2015-10-26,37.049999
2015-10-27,36.709999
2015-10-28,37.529999
2015-10-29,38.810001
2015-10-30,38.91
2015-11-02,39.169998
2015-11-03,39.490002
2015-11-04,39.82
2015-11-05,39.330002
2015-11-06,39.470001
2015-11-09,38.970001
2015-11-10,39.110001
2015-11-11,38.189999
2015-11-12,37.290001
2015-11-13,36.93
2015-11-16,38.32
2015-11-17,38.57
2015-11-18,37.48
2015-11-19,37.110001
2015-11-20,36.599998
2015-11-23,36.669998
2015-11-24,37
2015-11-25,36.599998
2015-11-26,36.419998
2015-11-27,36.279999
2015-11-30,36.900002
2015-12-01,37.790001
2015-12-02,36.77
2015-12-03,36.75
2015-12-04,36.029999
2015-12-07,34.77
2015-12-08,34.950001
2015-12-09,35.380001
2015-12-10,35.669998
2015-12-11,35.220001
2015-12-14,34.549999
2015-12-15,35.130001
2015-12-16,35.240002
2015-12-17,35.439999
2015-12-18,35.990002
2015-12-21,35.84
2015-12-22,35.959999
2015-12-23,37.189999
2015-12-24,36.889999
2015-12-29,36.459999
2015-12-30,35.779999
2015-12-31,35.720001
2016-01-04,35.279999
2016-01-05,35.400002
2016-01-06,34.099998
2016-01-07,33.299999
2016-01-08,33.25
2016-01-11,31.92
2016-01-12,32.419998
2016-01-13,31.33
2016-01-14,32.389999
2016-01-15,31.219999
2016-01-18,29.77
2016-01-19,29.09
2016-01-20,28.43
2016-01-21,29.76
2016-01-22,31.33
2016-01-25,29.940001
2016-01-26,31
2016-01-27,31.41
2016-01-28,32.830002
2016-01-29,33.18
2016-02-01,31.83
2016-02-02,31.18
2016-02-03,31.549999
2016-02-04,31.82
2016-02-05,31.879999
2016-02-08,31.370001
2016-02-09,29.950001
2016-02-10,29.540001
2016-02-11,29.43
2016-02-12,30.57
2016-02-16,31.01
2016-02-17,32.889999
2016-02-18,33
2016-02-19,32.860001
